year,lake,species,grand_total,comments,region,values
1902,Huron,Northern Pike,,,Georgian Bay (GB),
1902,Huron,Northern Pike,,,North Channel (NC),
1902,Huron,Northern Pike,,,Total Canada (ONT),90
1903,Huron,Northern Pike,272,,U.S. Huron Proper (HP),
1903,Huron,Northern Pike,272,,U.S. Saginaw Bay (SB),
1903,Huron,Northern Pike,272,,U.S. Total (MI),147
1903,Huron,Northern Pike,272,,Huron Proper (HP),
1903,Huron,Northern Pike,272,,Georgian Bay (GB),
1903,Huron,Northern Pike,272,,North Channel (NC),
1903,Huron,Northern Pike,272,,Total Canada (ONT),125
1904,Huron,Northern Pike,,,U.S. Huron Proper (HP),
1904,Huron,Northern Pike,,,U.S. Saginaw Bay (SB),
1904,Huron,Northern Pike,,,U.S. Total (MI),
1904,Huron,Northern Pike,,,Huron Proper (HP),
1904,Huron,Northern Pike,,,Georgian Bay (GB),
1904,Huron,Northern Pike,,,North Channel (NC),
1904,Huron,Northern Pike,,,Total Canada (ONT),153
1905,Huron,Northern Pike,,,U.S. Huron Proper (HP),
1905,Huron,Northern Pike,,,U.S. Saginaw Bay (SB),
1905,Huron,Northern Pike,,,U.S. Total (MI),
1905,Huron,Northern Pike,,,Huron Proper (HP),
1905,Huron,Northern Pike,,,Georgian Bay (GB),
1905,Huron,Northern Pike,,,North Channel (NC),
1905,Huron,Northern Pike,,,Total Canada (ONT),104
1906,Huron,Northern Pike,,,U.S. Huron Proper (HP),
1906,Huron,Northern Pike,,,U.S. Saginaw Bay (SB),
1906,Huron,Northern Pike,,,U.S. Total (MI),
1906,Huron,Northern Pike,,,Huron Proper (HP),
1906,Huron,Northern Pike,,,Georgian Bay (GB),
1906,Huron,Northern Pike,,,North Channel (NC),
1906,Huron,Northern Pike,,,Total Canada (ONT),91
1907,Huron,Northern Pike,,,U.S. Huron Proper (HP),
1907,Huron,Northern Pike,,,U.S. Saginaw Bay (SB),
1907,Huron,Northern Pike,,,U.S. Total (MI),
1907,Huron,Northern Pike,,,Huron Proper (HP),
1907,Huron,Northern Pike,,,Georgian Bay (GB),
1907,Huron,Northern Pike,,,North Channel (NC),
1907,Huron,Northern Pike,,,Total Canada (ONT),116
1908,Huron,Northern Pike,160,,U.S. Huron Proper (HP),
1908,Huron,Northern Pike,160,,U.S. Saginaw Bay (SB),
1908,Huron,Northern Pike,160,,U.S. Total (MI),63
1908,Huron,Northern Pike,160,,Huron Proper (HP),
1908,Huron,Northern Pike,160,,Georgian Bay (GB),
1908,Huron,Northern Pike,160,,North Channel (NC),
1908,Huron,Northern Pike,160,,Total Canada (ONT),97
1909,Huron,Northern Pike,,,U.S. Huron Proper (HP),
1909,Huron,Northern Pike,,,U.S. Saginaw Bay (SB),
1909,Huron,Northern Pike,,,U.S. Total (MI),
1909,Huron,Northern Pike,,,Huron Proper (HP),
1909,Huron,Northern Pike,,,Georgian Bay (GB),
1909,Huron,Northern Pike,,,North Channel (NC),
1909,Huron,Northern Pike,,,Total Canada (ONT),78
1910,Huron,Northern Pike,,,U.S. Huron Proper (HP),
1910,Huron,Northern Pike,,,U.S. Saginaw Bay (SB),
1910,Huron,Northern Pike,,,U.S. Total (MI),
1910,Huron,Northern Pike,,,Huron Proper (HP),
1910,Huron,Northern Pike,,,Georgian Bay (GB),
1910,Huron,Northern Pike,,,North Channel (NC),
1910,Huron,Northern Pike,,,Total Canada (ONT),95
1911,Huron,Northern Pike,,,U.S. Huron Proper (HP),
1911,Huron,Northern Pike,,,U.S. Saginaw Bay (SB),
1911,Huron,Northern Pike,,,U.S. Total (MI),
1911,Huron,Northern Pike,,,Huron Proper (HP),
1911,Huron,Northern Pike,,,Georgian Bay (GB),
1911,Huron,Northern Pike,,,North Channel (NC),
1911,Huron,Northern Pike,,,Total Canada (ONT),143
1912,Huron,Northern Pike,,,U.S. Huron Proper (HP),
1912,Huron,Northern Pike,,,U.S. Saginaw Bay (SB),
1912,Huron,Northern Pike,,,U.S. Total (MI),
1912,Huron,Northern Pike,,,Huron Proper (HP),
1912,Huron,Northern Pike,,,Georgian Bay (GB),
1912,Huron,Northern Pike,,,North Channel (NC),
1912,Huron,Northern Pike,,,Total Canada (ONT),104
1913,Huron,Northern Pike,,,U.S. Huron Proper (HP),
1913,Huron,Northern Pike,,,U.S. Saginaw Bay (SB),
1913,Huron,Northern Pike,,,U.S. Total (MI),
1913,Huron,Northern Pike,,,Huron Proper (HP),
1913,Huron,Northern Pike,,,Georgian Bay (GB),
1913,Huron,Northern Pike,,,North Channel (NC),
1913,Huron,Northern Pike,,,Total Canada (ONT),127
1914,Huron,Northern Pike,,,U.S. Huron Proper (HP),
1914,Huron,Northern Pike,,,U.S. Saginaw Bay (SB),
1914,Huron,Northern Pike,,,U.S. Total (MI),
1914,Huron,Northern Pike,,,Huron Proper (HP),
1914,Huron,Northern Pike,,,Georgian Bay (GB),
1914,Huron,Northern Pike,,,North Channel (NC),
1914,Huron,Northern Pike,,,Total Canada (ONT),201
1915,Huron,Northern Pike,,,U.S. Huron Proper (HP),
1915,Huron,Northern Pike,,,U.S. Saginaw Bay (SB),
1915,Huron,Northern Pike,,,U.S. Total (MI),
1915,Huron,Northern Pike,,,Huron Proper (HP),
1915,Huron,Northern Pike,,,Georgian Bay (GB),
1915,Huron,Northern Pike,,,North Channel (NC),
1915,Huron,Northern Pike,,,Total Canada (ONT),180
1916,Huron,Northern Pike,,,U.S. Huron Proper (HP),
1916,Huron,Northern Pike,,,U.S. Saginaw Bay (SB),
1916,Huron,Northern Pike,,,U.S. Total (MI),
1916,Huron,Northern Pike,,,Huron Proper (HP),
1916,Huron,Northern Pike,,,Georgian Bay (GB),
1916,Huron,Northern Pike,,,North Channel (NC),
1916,Huron,Northern Pike,,,Total Canada (ONT),125
1917,Huron,Northern Pike,208,,U.S. Huron Proper (HP),
1917,Huron,Northern Pike,208,,U.S. Saginaw Bay (SB),
1917,Huron,Northern Pike,208,,U.S. Total (MI),12
1917,Huron,Northern Pike,208,,Huron Proper (HP),
1917,Huron,Northern Pike,208,,Georgian Bay (GB),
1917,Huron,Northern Pike,208,,North Channel (NC),
1917,Huron,Northern Pike,208,,Total Canada (ONT),196
1918,Huron,Northern Pike,,,U.S. Huron Proper (HP),
1918,Huron,Northern Pike,,,U.S. Saginaw Bay (SB),
1918,Huron,Northern Pike,,,U.S. Total (MI),
1918,Huron,Northern Pike,,,Huron Proper (HP),
1918,Huron,Northern Pike,,,Georgian Bay (GB),
1918,Huron,Northern Pike,,,North Channel (NC),
1918,Huron,Northern Pike,,,Total Canada (ONT),98
1919,Huron,Northern Pike,266,,U.S. Huron Proper (HP),59
1919,Huron,Northern Pike,266,,U.S. Saginaw Bay (SB),24
1919,Huron,Northern Pike,266,,U.S. Total (MI),83
1919,Huron,Northern Pike,266,,Huron Proper (HP),
1919,Huron,Northern Pike,266,,Georgian Bay (GB),
1919,Huron,Northern Pike,266,,North Channel (NC),
1919,Huron,Northern Pike,266,,Total Canada (ONT),183
1920,Huron,Northern Pike,188,,U.S. Huron Proper (HP),54
1920,Huron,Northern Pike,188,,U.S. Saginaw Bay (SB),16
1920,Huron,Northern Pike,188,,U.S. Total (MI),70
1920,Huron,Northern Pike,188,,Huron Proper (HP),
1920,Huron,Northern Pike,188,,Georgian Bay (GB),
1920,Huron,Northern Pike,188,,North Channel (NC),
1920,Huron,Northern Pike,188,,Total Canada (ONT),118
1921,Huron,Northern Pike,311,,U.S. Huron Proper (HP),60
1921,Huron,Northern Pike,311,,U.S. Saginaw Bay (SB),22
1921,Huron,Northern Pike,311,,U.S. Total (MI),82
1921,Huron,Northern Pike,311,,Huron Proper (HP),
1921,Huron,Northern Pike,311,,Georgian Bay (GB),
1921,Huron,Northern Pike,311,,North Channel (NC),
1921,Huron,Northern Pike,311,,Total Canada (ONT),229
1922,Huron,Northern Pike,268,,U.S. Huron Proper (HP),43
1922,Huron,Northern Pike,268,,U.S. Saginaw Bay (SB),10
1922,Huron,Northern Pike,268,,U.S. Total (MI),53
1922,Huron,Northern Pike,268,,Huron Proper (HP),
1922,Huron,Northern Pike,268,,Georgian Bay (GB),
1922,Huron,Northern Pike,268,,North Channel (NC),
1922,Huron,Northern Pike,268,,Total Canada (ONT),215
1923,Huron,Northern Pike,252,,U.S. Huron Proper (HP),23
1923,Huron,Northern Pike,252,,U.S. Saginaw Bay (SB),31
1923,Huron,Northern Pike,252,,U.S. Total (MI),54
1923,Huron,Northern Pike,252,,Huron Proper (HP),14
1923,Huron,Northern Pike,252,,Georgian Bay (GB),106
1923,Huron,Northern Pike,252,,North Channel (NC),78
1923,Huron,Northern Pike,252,,Total Canada (ONT),198
1924,Huron,Northern Pike,236,,U.S. Huron Proper (HP),14
1924,Huron,Northern Pike,236,,U.S. Saginaw Bay (SB),25
1924,Huron,Northern Pike,236,,U.S. Total (MI),39
1924,Huron,Northern Pike,236,,Huron Proper (HP),6
1924,Huron,Northern Pike,236,,Georgian Bay (GB),100
1924,Huron,Northern Pike,236,,North Channel (NC),91
1924,Huron,Northern Pike,236,,Total Canada (ONT),197
1925,Huron,Northern Pike,228,,U.S. Huron Proper (HP),18
1925,Huron,Northern Pike,228,,U.S. Saginaw Bay (SB),9
1925,Huron,Northern Pike,228,,U.S. Total (MI),27
1925,Huron,Northern Pike,228,,Huron Proper (HP),5
1925,Huron,Northern Pike,228,,Georgian Bay (GB),118
1925,Huron,Northern Pike,228,,North Channel (NC),78
1925,Huron,Northern Pike,228,,Total Canada (ONT),201
1926,Huron,Northern Pike,178,,U.S. Huron Proper (HP),10
1926,Huron,Northern Pike,178,,U.S. Saginaw Bay (SB),6
1926,Huron,Northern Pike,178,,U.S. Total (MI),16
1926,Huron,Northern Pike,178,,Huron Proper (HP),6
1926,Huron,Northern Pike,178,,Georgian Bay (GB),93
1926,Huron,Northern Pike,178,,North Channel (NC),63
1926,Huron,Northern Pike,178,,Total Canada (ONT),162
1927,Huron,Northern Pike,244,,U.S. Huron Proper (HP),12
1927,Huron,Northern Pike,244,,U.S. Saginaw Bay (SB),24
1927,Huron,Northern Pike,244,,U.S. Total (MI),36
1927,Huron,Northern Pike,244,,Huron Proper (HP),5
1927,Huron,Northern Pike,244,,Georgian Bay (GB),92
1927,Huron,Northern Pike,244,,North Channel (NC),111
1927,Huron,Northern Pike,244,,Total Canada (ONT),208
1928,Huron,Northern Pike,132,,U.S. Huron Proper (HP),11
1928,Huron,Northern Pike,132,,U.S. Saginaw Bay (SB),9
1928,Huron,Northern Pike,132,,U.S. Total (MI),20
1928,Huron,Northern Pike,132,,Huron Proper (HP),6
1928,Huron,Northern Pike,132,,Georgian Bay (GB),57
1928,Huron,Northern Pike,132,,North Channel (NC),49
1928,Huron,Northern Pike,132,,Total Canada (ONT),112
1929,Huron,Northern Pike,204,,U.S. Huron Proper (HP),11
1929,Huron,Northern Pike,204,,U.S. Saginaw Bay (SB),40
1929,Huron,Northern Pike,204,,U.S. Total (MI),51
1929,Huron,Northern Pike,204,,Huron Proper (HP),9
1929,Huron,Northern Pike,204,,Georgian Bay (GB),84
1929,Huron,Northern Pike,204,,North Channel (NC),60
1929,Huron,Northern Pike,204,,Total Canada (ONT),153
1930,Huron,Northern Pike,228,,U.S. Huron Proper (HP),19
1930,Huron,Northern Pike,228,,U.S. Saginaw Bay (SB),49
1930,Huron,Northern Pike,228,,U.S. Total (MI),68
1930,Huron,Northern Pike,228,,Huron Proper (HP),4
1930,Huron,Northern Pike,228,,Georgian Bay (GB),80
1930,Huron,Northern Pike,228,,North Channel (NC),76
1930,Huron,Northern Pike,228,,Total Canada (ONT),160
1931,Huron,Northern Pike,249,,U.S. Huron Proper (HP),23
1931,Huron,Northern Pike,249,,U.S. Saginaw Bay (SB),13
1931,Huron,Northern Pike,249,,U.S. Total (MI),36
1931,Huron,Northern Pike,249,,Huron Proper (HP),4
1931,Huron,Northern Pike,249,,Georgian Bay (GB),117
1931,Huron,Northern Pike,249,,North Channel (NC),92
1931,Huron,Northern Pike,249,,Total Canada (ONT),213
1932,Huron,Northern Pike,209,,U.S. Huron Proper (HP),16
1932,Huron,Northern Pike,209,,U.S. Saginaw Bay (SB),3
1932,Huron,Northern Pike,209,,U.S. Total (MI),19
1932,Huron,Northern Pike,209,,Huron Proper (HP),0
1932,Huron,Northern Pike,209,,Georgian Bay (GB),99
1932,Huron,Northern Pike,209,,North Channel (NC),91
1932,Huron,Northern Pike,209,,Total Canada (ONT),190
1933,Huron,Northern Pike,166,,U.S. Huron Proper (HP),8
1933,Huron,Northern Pike,166,,U.S. Saginaw Bay (SB),6
1933,Huron,Northern Pike,166,,U.S. Total (MI),14
1933,Huron,Northern Pike,166,,Huron Proper (HP),1
1933,Huron,Northern Pike,166,,Georgian Bay (GB),82
1933,Huron,Northern Pike,166,,North Channel (NC),69
1933,Huron,Northern Pike,166,,Total Canada (ONT),152
1934,Huron,Northern Pike,143,,U.S. Huron Proper (HP),5
1934,Huron,Northern Pike,143,,U.S. Saginaw Bay (SB),1
1934,Huron,Northern Pike,143,,U.S. Total (MI),6
1934,Huron,Northern Pike,143,,Huron Proper (HP),3
1934,Huron,Northern Pike,143,,Georgian Bay (GB),64
1934,Huron,Northern Pike,143,,North Channel (NC),70
1934,Huron,Northern Pike,143,,Total Canada (ONT),137
1935,Huron,Northern Pike,165,,U.S. Huron Proper (HP),4
1935,Huron,Northern Pike,165,,U.S. Saginaw Bay (SB),2
1935,Huron,Northern Pike,165,,U.S. Total (MI),6
1935,Huron,Northern Pike,165,,Huron Proper (HP),1
1935,Huron,Northern Pike,165,,Georgian Bay (GB),70
1935,Huron,Northern Pike,165,,North Channel (NC),88
1935,Huron,Northern Pike,165,,Total Canada (ONT),159
1936,Huron,Northern Pike,129,,U.S. Huron Proper (HP),12
1936,Huron,Northern Pike,129,,U.S. Saginaw Bay (SB),12
1936,Huron,Northern Pike,129,,U.S. Total (MI),24
1936,Huron,Northern Pike,129,,Huron Proper (HP),1
1936,Huron,Northern Pike,129,,Georgian Bay (GB),46
1936,Huron,Northern Pike,129,,North Channel (NC),58
1936,Huron,Northern Pike,129,,Total Canada (ONT),105
1937,Huron,Northern Pike,121,,U.S. Huron Proper (HP),11
1937,Huron,Northern Pike,121,,U.S. Saginaw Bay (SB),2
1937,Huron,Northern Pike,121,,U.S. Total (MI),13
1937,Huron,Northern Pike,121,,Huron Proper (HP),1
1937,Huron,Northern Pike,121,,Georgian Bay (GB),50
1937,Huron,Northern Pike,121,,North Channel (NC),57
1937,Huron,Northern Pike,121,,Total Canada (ONT),108
1938,Huron,Northern Pike,153,,U.S. Huron Proper (HP),14
1938,Huron,Northern Pike,153,,U.S. Saginaw Bay (SB),11
1938,Huron,Northern Pike,153,,U.S. Total (MI),25
1938,Huron,Northern Pike,153,,Huron Proper (HP),0
1938,Huron,Northern Pike,153,,Georgian Bay (GB),43
1938,Huron,Northern Pike,153,,North Channel (NC),85
1938,Huron,Northern Pike,153,,Total Canada (ONT),128
1939,Huron,Northern Pike,101,,U.S. Huron Proper (HP),6
1939,Huron,Northern Pike,101,,U.S. Saginaw Bay (SB),4
1939,Huron,Northern Pike,101,,U.S. Total (MI),10
1939,Huron,Northern Pike,101,,Huron Proper (HP),1
1939,Huron,Northern Pike,101,,Georgian Bay (GB),26
1939,Huron,Northern Pike,101,,North Channel (NC),64
1939,Huron,Northern Pike,101,,Total Canada (ONT),91
1940,Huron,Northern Pike,125,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Huron Proper (HP),0
1940,Huron,Northern Pike,125,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Saginaw Bay (SB),0
1940,Huron,Northern Pike,125,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Total (MI),0
1940,Huron,Northern Pike,125,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Huron Proper (HP),1
1940,Huron,Northern Pike,125,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Georgian Bay (GB),58
1940,Huron,Northern Pike,125,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,North Channel (NC),66
1940,Huron,Northern Pike,125,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Total Canada (ONT),125
1941,Huron,Northern Pike,93,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Huron Proper (HP),
1941,Huron,Northern Pike,93,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Saginaw Bay (SB),
1941,Huron,Northern Pike,93,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Total (MI),
1941,Huron,Northern Pike,93,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Huron Proper (HP),1
1941,Huron,Northern Pike,93,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Georgian Bay (GB),25
1941,Huron,Northern Pike,93,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,North Channel (NC),67
1941,Huron,Northern Pike,93,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Total Canada (ONT),93
1942,Huron,Northern Pike,91,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Huron Proper (HP),
1942,Huron,Northern Pike,91,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Saginaw Bay (SB),
1942,Huron,Northern Pike,91,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Total (MI),
1942,Huron,Northern Pike,91,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Huron Proper (HP),1
1942,Huron,Northern Pike,91,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Georgian Bay (GB),36
1942,Huron,Northern Pike,91,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,North Channel (NC),54
1942,Huron,Northern Pike,91,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Total Canada (ONT),91
1943,Huron,Northern Pike,117,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Huron Proper (HP),
1943,Huron,Northern Pike,117,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Saginaw Bay (SB),
1943,Huron,Northern Pike,117,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Total (MI),
1943,Huron,Northern Pike,117,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Huron Proper (HP),1
1943,Huron,Northern Pike,117,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Georgian Bay (GB),34
1943,Huron,Northern Pike,117,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,North Channel (NC),82
1943,Huron,Northern Pike,117,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Total Canada (ONT),117
1944,Huron,Northern Pike,109,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Huron Proper (HP),
1944,Huron,Northern Pike,109,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Saginaw Bay (SB),
1944,Huron,Northern Pike,109,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Total (MI),
1944,Huron,Northern Pike,109,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Huron Proper (HP),1
1944,Huron,Northern Pike,109,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Georgian Bay (GB),30
1944,Huron,Northern Pike,109,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,North Channel (NC),78
1944,Huron,Northern Pike,109,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Total Canada (ONT),109
1945,Huron,Northern Pike,122,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Huron Proper (HP),
1945,Huron,Northern Pike,122,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Saginaw Bay (SB),
1945,Huron,Northern Pike,122,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,U.S. Total (MI),
1945,Huron,Northern Pike,122,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Huron Proper (HP),3
1945,Huron,Northern Pike,122,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Georgian Bay (GB),25
1945,Huron,Northern Pike,122,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,North Channel (NC),94
1945,Huron,Northern Pike,122,MI (all): Commercial fishing for northern pike prohibited in Michigan waters.,Total Canada (ONT),122
1946,Huron,Northern Pike,108,"1.  MI (all): Commercial fishing for northern pike prohibited in Michigan waters; 2.  ONT Totals: Amount differs from figure published prior to 1962, which included 52,000 pounds of walleye.",U.S. Huron Proper (HP),
1946,Huron,Northern Pike,108,"1.  MI (all): Commercial fishing for northern pike prohibited in Michigan waters; 2.  ONT Totals: Amount differs from figure published prior to 1962, which included 52,000 pounds of walleye.",U.S. Saginaw Bay (SB),
1946,Huron,Northern Pike,108,"1.  MI (all): Commercial fishing for northern pike prohibited in Michigan waters; 2.  ONT Totals: Amount differs from figure published prior to 1962, which included 52,000 pounds of walleye.",U.S. Total (MI),
1946,Huron,Northern Pike,108,"1.  MI (all): Commercial fishing for northern pike prohibited in Michigan waters; 2.  ONT Totals: Amount differs from figure published prior to 1962, which included 52,000 pounds of walleye.",Huron Proper (HP),2
1946,Huron,Northern Pike,108,"1.  MI (all): Commercial fishing for northern pike prohibited in Michigan waters; 2.  ONT Totals: Amount differs from figure published prior to 1962, which included 52,000 pounds of walleye.",Georgian Bay (GB),25
1946,Huron,Northern Pike,108,"1.  MI (all): Commercial fishing for northern pike prohibited in Michigan waters; 2.  ONT Totals: Amount differs from figure published prior to 1962, which included 52,000 pounds of walleye.",North Channel (NC),81
1946,Huron,Northern Pike,108,"1.  MI (all): Commercial fishing for northern pike prohibited in Michigan waters; 2.  ONT Totals: Amount differs from figure published prior to 1962, which included 52,000 pounds of walleye.",Total Canada (ONT),108
1947,Huron,Northern Pike,56,,U.S. Huron Proper (HP),0
1947,Huron,Northern Pike,56,,U.S. Saginaw Bay (SB),4
1947,Huron,Northern Pike,56,,U.S. Total (MI),4
1947,Huron,Northern Pike,56,,Huron Proper (HP),2
1947,Huron,Northern Pike,56,,Georgian Bay (GB),7
1947,Huron,Northern Pike,56,,North Channel (NC),43
1947,Huron,Northern Pike,56,,Total Canada (ONT),52
1948,Huron,Northern Pike,108,,U.S. Huron Proper (HP),1
1948,Huron,Northern Pike,108,,U.S. Saginaw Bay (SB),46
1948,Huron,Northern Pike,108,,U.S. Total (MI),47
1948,Huron,Northern Pike,108,,Huron Proper (HP),0
1948,Huron,Northern Pike,108,,Georgian Bay (GB),19
1948,Huron,Northern Pike,108,,North Channel (NC),42
1948,Huron,Northern Pike,108,,Total Canada (ONT),61
1949,Huron,Northern Pike,66,,U.S. Huron Proper (HP),1
1949,Huron,Northern Pike,66,,U.S. Saginaw Bay (SB),13
1949,Huron,Northern Pike,66,,U.S. Total (MI),14
1949,Huron,Northern Pike,66,,Huron Proper (HP),0
1949,Huron,Northern Pike,66,,Georgian Bay (GB),22
1949,Huron,Northern Pike,66,,North Channel (NC),30
1949,Huron,Northern Pike,66,,Total Canada (ONT),52
1950,Huron,Northern Pike,52,,U.S. Huron Proper (HP),1
1950,Huron,Northern Pike,52,,U.S. Saginaw Bay (SB),6
1950,Huron,Northern Pike,52,,U.S. Total (MI),7
1950,Huron,Northern Pike,52,,Huron Proper (HP),1
1950,Huron,Northern Pike,52,,Georgian Bay (GB),12
1950,Huron,Northern Pike,52,,North Channel (NC),32
1950,Huron,Northern Pike,52,,Total Canada (ONT),45
1951,Huron,Northern Pike,42,,U.S. Huron Proper (HP),0
1951,Huron,Northern Pike,42,,U.S. Saginaw Bay (SB),6
